Uniq Id,Crawl Timestamp,Product Url,Product Name,Description,List Price,Sale Price,Brand,Item Number,Gtin,Package Size,Category,Postal Code,Available
9ef40f4e19e232fdfefddffb84cb11e5,2019-03-22 18:11:37 +0000,https://www.walmart.com/ip/S-noilite-16-24Inches-Remy-Tape-in-Hair-Extensions-Straight-Human-Hair-20pcs-pack-Medium-brown-24-50g/615023187,"S-noilite 16-24Inches Remy Tape in Hair Extensions Straight Human Hair 20pcs/pack Medium brown-24"",50g",,35.99,35.99,S-noilite,,7.4294E+11,,Beauty|Hair Care|Hair Extensions,,FALSE
079ad3623ee74cb5b007763c21847907,2019-03-22 17:07:08 +0000,https://www.walmart.com/ip/Ear-Plug-Dispenser-Plastic-17-5-16-H-HONEYWELL-HOWARD-LEIGHT-HL400/919605478,"Ear Plug Dispenser,Plastic,17-5/16"" H HONEYWELL HOWARD LEIGHT HL400","Ear Plug Dispenser, Capacity - Pairs of Earplugs 400 Pairs, Material - Ear Plug Dispensers ABS/POM Plastic, Height - Ear Plug Dispensers 9-3/4 In., Width - Ear Plug Dispensers 10-1/2 In., Depth - Ear Plug Dispensers 10-1/4 In., Mounting Style - Ear Plug Dispensers Table Top, Wall, Dispenser Lid Style Open, For Use With Earplugs Features For Use With: Earplugs Item: Ear Plug Dispenser | Item Type: Ear Plug Dispenser Brand: HONEYWELL HOWARD LEIGHT Manufacturer Part Number: HL400 ",18.97,18.97,Honeywell,,33552021582,,Health|Ear Care|Ear Plugs,,TRUE
95dabc1461a140910cb8d753787b68ea,2019-03-22 18:34:36 +0000,https://www.walmart.com/ip/Wahl-Cordless-Battery-Operated-Beard-Trimmer-1-ea/10747588,Wahl Cordless Battery Operated Beard Trimmer 1 ea,,14.73,14.73,Wahl,4391799067,43917990675,,Beauty|Hair Care|Hair-Cutting Tools,,TRUE
52f5262932e5f154ee77ed7572e62b18,2019-03-22 17:10:21 +0000,https://www.walmart.com/ip/Pantene-Pro-V-Radiant-Color-Shine-Conditioner-24-fl-oz/14301791,"Pantene Pro-V Radiant Color Shine Conditioner, 24 fl oz","Get up to 6 weeks of brilliant color* with Radiant Color Shine Conditioner. The powerful Pro-V formula wraps every strand as it gently moisturizes and gives hair brilliant shine. With Pantene Pro-V Radiant Color Shine, youll get lasting color* and your hair will feel healthy as its hydrated from root to tip. *Radiant Color Shine shampoo and conditioner system vs. non-conditioning shampoo.|Pantene Pro-V Radiant Color Shine Conditioner, 24 fl oz: Radiant Color Shine Conditioner nourishes hair with a blend of Pro-V nutrients and antioxidants so hair is strong against damage Delivers up to 6 weeks of brilliant color* (*Radiant Color Shine shampoo and conditioner system vs. non-conditioning shampoo) Luxurious formula made to hydrate color-treated hair for lasting color and shine Powerful Pro-V formula hydrates and nourishes for natural shine and touchably soft hair Brings shine to color-treated hair ",13.62,13.62,Pantene,8087804269,80878042692,,Beauty|Hair Care|Conditioner,,TRUE
8df534d5d679e6aa66eeb347988f9f95,2019-03-22 17:35:12 +0000,https://www.walmart.com/ip/6-Pack-Nostrilla-Nasal-Decongestant-12-Hour-Fast-Relief-15-ml-for-Stuffy-Noses/196088164,6 Pack Nostrilla Nasal Decongestant 12 Hour Fast Relief 15 ml for Stuffy Noses,|Temporarily relieves nasal congestion: due to a cold; due to hay fever or other upper respiratory allergies; shrinks swollen membranes so you can breathe more freely. Metered pump spray delivers a measured dose of medication every time! Helps clear your stuffy nose fast so you can breathe easier all day or night. 12 hour. &nbsp;,,,Choice One,,6.43666E+11,,Health|Allergy and Sinus|Sinus Medicine,,FALSE
bcf252714c38ea1cb5efc892259fb665,2019-03-22 17:29:48 +0000,https://www.walmart.com/ip/Holly-N-Jolly-Screen-Print-Soft-Mesh-Harness-Pink-Extra-Large/27911284,Holly N Jolly Screen Print Soft Mesh Harness Pink Extra Large,|Holly N Jolly Screen Print Soft Mesh Harness Pink Extra Large,19.98,19.98,Mirage Pet Products,9999417873,99994178734,,Pets|Dogs|Dog Harnesses,,TRUE
ef56a45579aaf19cf5a4608fae87774a,2019-03-22 17:53:45 +0000,https://www.walmart.com/ip/Invictus-by-Paco-Rabanne/259654605,Invictus by Paco Rabanne,|,39.05,39.05,Paco Rabanne,,8.23888E+11,,Beauty|Fragrances|Men's Fragrances,,TRUE
36ed744019cbeefc7a573187366a7eca,2019-03-22 17:13:04 +0000,https://www.walmart.com/ip/BRADY-Wire-Marking-Sleeves-2in-Wx7-16in-H-B33D-250-2-344/675349106,"BRADY Wire Marking Sleeves,2in.Wx7/16in.H B33D-250-2-344","Wire Marking Sleeves, Color White, Width 2 In., Height 7/16 In., Material PermaSleeve(R), Min. Wire Size 3/32 In., Max. Wire Size 7/32 In., For Use With Mfr. No. BBP33, Labels per Roll 500, Shrink Ratio 3:1, Temp. Range -67 Degrees to 275 Degrees F, Standards SAE-AMS-DTL-23053/6 (Class 1), SAE-AS-81531, MIL-STD-202G, Method 215K Features Temp. Range: -67 Degrees to 275 Degrees F Color: White Shrink Ratio: 3:1 For Use With: Mfr. No. BBP33 Max. Wire Size: 7/32&quot; Item: Wire Marking Sleeves Labels per Roll: 500 Height: 7/16&quot; Standards: SAE-AMS-DTL-23053/6 (Class 1), SAE-AS-81531, MIL-STD-202G, Method 215K Width: 2&quot; Material: PermaSleeve(R) Min. Wire Size: 3/32&quot; | Item Type: Wire Marking Sleeves Brand: BRADY Manufacturer Part Number: B33D-250-2-344 ",567.74,567.74,BRADY,,6.62821E+11,,Office|Labels & Label Makers|Label Maker Tape & Refills,,TRUE
8b0db2bf5c4e46309e07ad190ccf6040,2019-03-22 17:45:04 +0000,https://www.walmart.com/ip/Norman-90404-LED-G9-4W-4KDIM-LED-Bi-Pin-Halogen-Replacements/485078342,Norman 90404 - LED-G9-4W-4KDIM LED Bi Pin Halogen Replacements,"3.5 watt - 120 volt - Bi-Pin (G9) Base - 4,000K - Dimmable | Norman LED Light Bulb| Color Temperature: 4,000K Average Lifetime: 50000 hours Lumens (light output): 370 ",8.99,8.99,,,6.003E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,FALSE
e127fa449d0053fcd0be6f77abc4f1c7,2019-03-22 18:20:41 +0000,https://www.walmart.com/ip/Replacement-for-VOLKSWAGEN-GTI-YEAR-2010-BACK-UP-LIGHT-WHITE-LED-REPLACEMENT-replacement-light-bulb-lamp/156405179,Replacement for VOLKSWAGEN GTI YEAR 2010 BACK UP LIGHT WHITE LED REPLACEMENT replacement light bulb lamp, Volts: 12 Bulb Shape: S8 Manufacturer: CHOSEN SUPPLIES |Replacement for VOLKSWAGEN GTI YEAR 2010 BACK UP LIGHT WHITE LED REPLACEMENT replacement light bulb lamp,32.51,32.51,CHOSEN SUPPLIES,,7.08628E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
606e54e91986982711013e5a293e9cfb,2019-03-22 18:33:02 +0000,https://www.walmart.com/ip/Split-Ring-Loop-Retractable-Belt-Hook-Stainless-Steel-Keyring-Silver-Tone-Black/47616467,Split Ring Loop Retractable Belt Hook Stainless Steel Keyring Silver Tone Black," Black plastic Silver tone stainless steel polished keychain, features double split rings, belt hook clasp, anti rust and durable for use. Hook it on your pants waist belt or bags, great for holding your keys, nail clippers, folding scissors and other small pendants. With hidden long cord design. For CALIFORNIA residents only: WARNING: This product contains chemicals including DEHP, which is known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65.| Material : Stainless Steel;Keyring Diameter : 2.3 cm / 0.9&quot; Belt Hook Size : 3.5 x 1.5x 0.7cm / 2.3&quot; x 1.1&quot; x 0.7&quot; (L*W*T);Total Diameter : 4.1 cm / 1.6&quot; Cord Length : 58cm/ 22.8&quot;;Net Weight : 23g Package Content : 1 x Keyring Country of Origin: &nbsp;Imported",16.99,8.09,Unique Bargains,70210530867,7.02105E+11,,Shop by Brand|All Departments|Unique Bargains,,TRUE
76c009fa7e2330763e063d66dba91ff2,2019-03-22 17:15:31 +0000,https://www.walmart.com/ip/4-Pack-Creative-Images-Systems-Adore-Semi-Permanent-Haircolor-060-Truly-Red-4-oz/299741595,"4 Pack - Creative Images Systems Adore Semi-Permanent Haircolor, [060] Truly Red 4 oz","Pack of 4 for the UPC: 661157104166Product description Gives Hair A Beautiful, Sensual Feel, No Alcohol, Peroxide Or Ammonia, Semi-Permanent Hair Color 1 Piece - 4 Ounce (118ml) Gives Hair A Beautiful, Sensual Feel, No Alcohol, Peroxide Or Ammonia, Semi-Permanent Hair Color |4 Pack - Creative Images Systems Adore Semi-Permanent Haircolor, [060] Truly Red 4 oz",21.45,21.45,Creative Images Systems,,1.91898E+11,,Beauty|Hair Care|Hair Color,,TRUE
5ee787eed83e23817878dea71078f5a6,2019-03-22 17:11:41 +0000,https://www.walmart.com/ip/BAYSIDE-CANDY-QUINOA-CERTIFIED-ORGANIC-2LBS/174127306,"BAYSIDE CANDY QUINOA CERTIFIED ORGANIC, 2LBS","|These amino acid-rich seeds are not only very nutritious, but also very delicious. Cooked quinoa seeds are fluffy and creamy, yet slightly crunchy. They have a delicate, somewhat nutty flavor. While the most popular type of quinoa is a transparent yellow color, other varieties feature colors such as orange, pink, red, purple or black.",32.99,32.99,SETTON,,7.60681E+11,,"Food|Meal Solutions, Grains & Pasta|Grains & Rice",,TRUE
1c44e60c068f181373faeb3b75af3bcc,2019-03-22 17:52:10 +0000,https://www.walmart.com/ip/FLORATA-24-Women-Ladies-Long-Curly-5-clips-one-piece-3-4-Full-Head-Clip-in-Hair-Extensions/511915368,"FLORATA 24"" Women Ladies Long Curly 5 clips one piece 3/4 Full Head Clip in Hair Extensions","Our Clip-In Synthetic Hair Extensions are made from 100% Korea Premium Quality Synthetic Fiber. Higher quality synthetic hair can offer a look and feel quite similar to human hair. It's soft and bouncy and doesn't tangle or shed. And it's easy to do without extra help. May be the clip in extensions is the simplest and easiest hair extension method to use. They can cover a bad cut or color and allow you to make short hair in a long charming hair, which are suitable for women, teenagers and young ladies. 1 Hair: 100% Korea Premium Quality Synthetic Fiber 2 Length: 9inch(22cm) 3 Texture: Curly 4 Weight: 125g 5 Hairpiece: 5 clips one piece 6 Hair Life: Approximately 1-3 months|&quot;Grade AAA&quot;&nbsp;synthetic hair extensions EASY TO DO SILKY, SMOOTH, CHIC many different color",8.29,8.29,NK Beauty,,6.13945E+11,,Beauty|Hair Care|Hair Extensions,,TRUE
36a7be1fe1e058eb64b9fb04358456e4,2019-03-22 18:32:22 +0000,https://www.walmart.com/ip/Wholistic-Botanicals-Wheat-Germ-Oil-16-oz/354757514,Wholistic Botanicals Wheat Germ Oil 16 oz.,|Wholistic Botanicals Wheat Germ Oil 16 oz.,19.95,19.95,Wholistic Botanicals,,84783318361,,"Food|Condiments, Sauces & Spices|Oil & Shortening",,TRUE
3a118c653f27a2f51c0053e378c3fbdd,2019-03-22 17:46:18 +0000,https://www.walmart.com/ip/Raindrops-Girls-Baby-Satin-Christening-Embroidered-Girl-Bib/188534081,Raindrops Girls Baby Satin Christening Embroidered Girl Bib,"This is an gorgeous white satin Christening bib from Raindrops! Embroidered with an ornate cross, this gorgeous bib is trimmed with lace and is for girls. It is satin fabric on front and backed with a poly/cotton broadcloth backing. It makes a wonderful keepsake and memory of the event, but it is a very USAble bib! This will co-ornate with a wide variety of Christening outfits and gowns. There is a plain version, also, which is for boys and girls. Raindrops has been manufacturing top quality, unique baby garments in the USA, since 1936.| Embroidered with a ornate cross Finished with lace and a snap closure For girls only Measures 7.75 inches across by 9.5 inches from top to bottom Machine Washable/Tumble Dry ",23.75,15.99,Raindrops,,7.34636E+11,,Baby|Feeding|Bibs and Burp Cloths,,TRUE
2b32ff95ac8c59699927e0768cb6f1fa,2019-03-22 17:17:10 +0000,https://www.walmart.com/ip/Emporio-Armani-3071/739485624,Emporio Armani 3071,Emporio Armani 3071 eyeglasses| brand: Emporio Armani style: 3071 ,89.95,89.95,Emporio Armani,,7.93946E+11,,Health|Vision Centers|Frames,,FALSE
1ea3a4519686c2fa39f78b9c93be772b,2019-03-22 18:23:14 +0000,https://www.walmart.com/ip/Replacement-for-BMW-2002TI-L4-2-0L-345CCA-TAIL-LIGHT-YEAR1972-10-PACK-replacement-light-bulb-lamp/130919691,Replacement for BMW 2002TI L4 2.0L 345CCA TAIL LIGHT YEAR1972 10 PACK replacement light bulb lamp, Volts: 12 Watts: 5 Amps: 0.417 Bulb Shape: G6 Manufacturer: CHOSEN SUPPLIES |Replacement for BMW 2002TI L4 2.0L 345CCA TAIL LIGHT YEAR1972 10 PACK replacement light bulb lamp,51.9,51.9,CHOSEN SUPPLIES,,7.47063E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
44085b0ad543b247ec23acb1d0dd32ba,2019-03-22 18:16:13 +0000,https://www.walmart.com/ip/Ocean-Fish-Swimming-Edible-Icing-Image-for-2-inch-Round-for-CupCake-Cookie/486125961,Ocean Fish Swimming Edible Icing Image for 2 inch Round for CupCake/Cookie,"A fast and simple way to add to your birthdays and occasions. Just peel the back off of your edible image and lay flat on your previously frosted cake. Watch as it absorbs and creates a brillant design that both children and adults will love. Instructions for placement on cake are included. You may store your image, laying flat, up to one year. Gluten Free! Soy Free! Trans-Fat Free! No Known Allergens! No Peanut Products Added! Printed on high quality edible icing paper (not wafer or rice paper) using high quality edible ink.|Ocean Fish Swimming Edible Icing Image for 2 inch Round for CupCake/Cookie",10.99,10.99,Whimiscal Practicality,,7.96258E+11,,"Food|Baking|Frosting, Toppings & Decorations",,TRUE
c5920cfc4bb7fc71cd28e53cfd882f55,2019-03-22 17:31:56 +0000,https://www.walmart.com/ip/Musical-Cake-Server-w-Candles-Set-Party-Accessory-1-count-1-Pkg/126679602,Musical Cake Server w/Candles Set Party Accessory (1 count) (1/Pkg),Measures: 10&quot; &amp; 2.5&quot;|Musical Cake Server w/Candles Set Party Accessory (1 count) (1/Pkg),11.83,11.83,Beistle,,34689503170,,"Party & Occasions|Cake, Baking & Pastry Supplies|Clone of Cake, Baking & Pastry Supplies",,TRUE
b5d7c9df85342a5e1f79540a9971b069,2019-03-22 18:06:31 +0000,https://www.walmart.com/ip/Replacement-for-DODGE-DAKOTA-YEAR-2010-BACK-UP-LIGHT-10-PACK-replacement-light-bulb-lamp/718408572,Replacement for DODGE DAKOTA YEAR 2010 BACK UP LIGHT 10 PACK replacement light bulb lamp, Volts: 12.80 Watts: 26.88 Amps: 2.100 Bulb Shape: S8 Manufacturer: CHOSEN SUPPLIES |Replacement for DODGE DAKOTA YEAR 2010 BACK UP LIGHT 10 PACK replacement light bulb lamp,40.85,40.85,CHOSEN SUPPLIES,,7.96294E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
a93380b1a88b8813412f56bf5c8469ca,2019-03-22 17:55:58 +0000,https://www.walmart.com/ip/Woven-Figure-Eight-Dog-Rope-Toy/681113454,Woven Figure Eight Dog Rope Toy,"Ideal for fetching, tossing and gnawing, this Woven Figure Eight Dog Rope Toy features a strong, densely woven rope in a twisted shape with a plastic reinforcement in the middle to handle even the toughest dogs. Comes in assorted colors. Measures approximately 12.5&quot; long x 4.75&quot; wide at widest point. Comes packaged to a hanging panel.|Being in the dollar merchandise business since its beginning, we know what sells, and we are always adding new and different items to our inventory. We are always looking for new items, and we have recently added pet items and craft supplies to our catalog. We design all of the packaging for our items to ensure that categories of merchandise have cohesive matching packaging, and that they are appealing to the eye. Features Woven Figure Eight Dog Rope Toy, 12 Piece Ideal for fetching, tossing and gnawing, this Woven Figure Eight Dog Rope Toy features a strong, densely woven rope in a twisted shape with a plastic reinforcement in the middle to handle even the toughest dogs Comes in assorted colors - SKU: KOLIM75785",40.79,40.79,bulk buys,,6.47367E+11,,Pets|Dogs|Dog Toys,,FALSE
9517389ab2f267924b5e528ed97be011,2019-03-22 17:47:32 +0000,https://www.walmart.com/ip/Mohawk-Via-Linen-8-5-x-11-Pure-White-Cardstock-80lb-Cover-250-Ream/291422246,Mohawk Via Linen 8.5 x 11 Pure White Cardstock 80lb Cover 250/Ream,"Via Linen is a fresh new look in everyday paper. First of all, it's a subtle embossed linen patterned paper. So it looks great and feels good to the touch. Secondly, it's got heft. Substance. It's a solid sheet with exceptional ink holdout. Add to that the range of bold, pastel and white colors, and you've got the new go-to paper. How does it print? Like a dream. Stable and reliable while printing: digital, laser printing, inkjet printing (laser and inkjet in writing and text weights up to 70lb.), offset - it's all the same to Via Linen. That's why it's got an electronic printing guarantee. Plus Via Linen is an eco-warrior. It's made with 30% post consumer waste fiber (except Pure White), and is produced with wind-generated electricity. So let's see: Via Linen feels good, looks good, prints good, and makes you feel good. Man, that's good! For select light colors, this extraordinary linen also comes in matching envelopes.|Mohawk Via Linen 8.5 x 11 Pure White Cardstock 80lb Cover 250/Ream",32,32,Mohawk,,6.19282E+11,,Office|Paper|All Paper & Printable Media,,TRUE
4ecb0c88af9ca6118598ac012ca78362,2019-03-22 17:43:25 +0000,https://www.walmart.com/ip/Christmas-Girl-Elf-on-Green-Cupcake-Picks-Toppers-Set-of-6/175821991,Christmas Girl Elf on Green Cupcake Picks Toppers - Set of 6,"Show off! Bring the finishing touch to your culinary creations with these cupcake picks from Graphics and More. The featured design is 1.5&quot; (3.8cm) in diameter and is printed on food-safe acrylic. Including the zany, squiggle-shaped pick, the topper is 3.5&quot; (8.9cm) in total height - the perfect size to make your cupcakes stand out, without stealing the spotlight from your handiwork.| Show off! Bring the finishing touch to your culinary creations with these cupcake picks from Graphics and More. These toppers are the perfect size to make your cupcakes stand out, without stealing the spotlight from your handiwork. Sold as a set of six (6). The featured design is 1.5&quot; (3.8cm) in diameter and is printed on food-safe acrylic. Including the zany, squiggle-shaped pick, each topper is 3.5&quot; (8.9cm) in total height. A Graphics and More product. ",6.99,6.99,Graphics and More,,1.90479E+11,,"Food|Baking|Frosting, Toppings & Decorations",,TRUE
38b3d6898e7b16afdad9d36b31e880fd,2019-03-22 18:35:29 +0000,https://www.walmart.com/ip/Compression-Anti-Embolism-Stocking-18-Knee-High-Closed-Toe-Compression-Stocking-White-44-Large/201725923,Compression Anti - Embolism Stocking 18 Knee High Closed Toe Compression Stocking White&#44; Large,|Anti - Embolism Stocking 18 Knee High Closed Toe Compression Stocking White Large Anti-Embolism Knee High helps prevent venous stasis and embolism formation by applying graduated compression- SKU: ZX9BSNM1800,25.43,18.74,Health Adjuster,,6.57248E+11,,Health|Medicine Cabinet|Braces & Supports,,TRUE
56c80f4e9abb3e54c66daa36b5885a1f,2019-03-22 17:42:10 +0000,https://www.walmart.com/ip/Replacement-for-LIGHT-BULB-LAMP-F8T5-CW-TF-replacement-light-bulb-lamp/813832083,Replacement for LIGHT BULB / LAMP F8T5/CW-TF replacement light bulb lamp, Watts: 8 Bulb Shape: T5 Manufacturer: CHOSEN SUPPLIES |Replacement for LIGHT BULB / LAMP F8T5/CW-TF replacement light bulb lamp,32.51,32.51,CHOSEN SUPPLIES,,6.17456E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
7c73c46281ea2cba5d8c1ed957aa6681,2019-03-22 18:09:30 +0000,https://www.walmart.com/ip/Burton-Burton-60-Fresh-Picks-Mother-s-Balloon/881358711,"Burton & Burton 60"" Fresh Picks Mother's Balloon",60&quot; Fresh Picks Happy Mothers day flower shape foil balloon. 60&quot; Fresh Picks Happy Mothers day flower shape foil balloon. 2 easy-fill inflation points. Requires 3.00 cu ft of helium.|Burton &amp; Burton 60&quot; Fresh Picks Mother's Balloon,19.15,19.15,burton + BURTON,,30625859769,,Party & Occasions|Party Supplies|Pinatas & Balloons,,FALSE
62181ebaac0a4939488ea642bc642ced,2019-03-22 18:22:53 +0000,https://www.walmart.com/ip/KINDEEP-Ceramic-E17-LED-Bulb-for-Microwave-Oven-Appliance-40W-Halogen-Bulb-E/353275533,"KINDEEP Ceramic E17 LED Bulb for Microwave Oven Appliance, 40W Halogen Bulb E...","KINDEEP Ceramic E17 LED Bulb for Microwave Oven Appliance, 40W Halogen Bulb E... condition: New Color Name: Daylight White 6000K MPN: 110VE17-01-W5-2P Brand: KINDEEP EAN: Does not apply Manufacturer Part Number: 110VE17-01-W5-2P Code : 372-131510000222654|KINDEEP Ceramic E17 LED Bulb for Microwave Oven Appliance, 40W Halogen Bulb E...",31.6,31.6,kindeep,,6.96551E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,FALSE
9579f179ed5832311ce4daec4ace735b,2019-03-22 17:10:13 +0000,https://www.walmart.com/ip/Max-Mara-Eyeglasses-51-0581-Havana-Black/514873143,Max Mara Eyeglasses 51 0581 Havana Black,"Brand Max Mara has always remained true to its original philosophyeven while experiencing significant growth in recent years. By emphasizing innovation, originality, quality and value Max Mara has refined its vision to earn worldwide recognition. Contemporary optical design, unparallel craftsmanship, outstanding warranty, and superior customer care defines Max Mara. Max Mara has made the ascent from humble beginningsa boutique optical design companyto its present position: a worldwide leader in affordable luxury eyewear. Max Mara uses state-of-the-art materials to craft their signature eyewear frames: premium cellulose acetate, ultra-lightweight titanium, and color-rich stainless steel. Max Mara lenses are constructed from impact-resistant prescription material and provide 100% UV protection. Theyre also scratch-resistant and coated with superhydrophobic and anti-reflective treatments at no additional cost. From the earliest design conversations, sophisticated eyewear bran|Buy with confidence! Authorized Retailer. Authenticity Guaranteed. Full retail package with all accessories.",110.99,110.99,Max Mara,,7.62754E+11,,Health|Vision Centers|Frames,,FALSE
8ef0d0bb5e3d5045263e0d7c519fc747,2019-03-22 18:15:59 +0000,https://www.walmart.com/ip/2-Pack-Revlon-Quick-Dry-Top-Coat-960-0-5-oz/946979084,2 Pack - Revlon Quick Dry Top Coat [960] 0.5 oz,"Free Shipping Pack of 2|Pack of 2 for the UPC: 309978689942DescriptionQuick Dry Top Coat sets in 60 seconds to a hard lustrous finish. Formula safeguards polish from nicks and chips Sets to a hard, lustrous finish in 60 seconds Plasticizers and an acrylic polymer help safeguard polish from nicks and chips, while promoting flexibility UV filter helps maintain color fidelity DBP, Toluene and Formaldehyde Free * Made in U.S.A. Ingredients: Ethyl Acetate, Butyl Acetate, Nitrocellulose, Tri Benzoin, Acrylates Crosspolymer, Triacetin, Tocopheryl Acetate (Vitamin E), Hippophae Rhamnoides Oil, Ribes Nigrum (Black Currant) Seed Oil (Black Currant), Vaccinium Vitis-Idaea (Lingonberry) Seed Oil, Panthenol, Ascorbyl Palmitate (Vitamin C), Etocrylene, Isopropyl Alcohol, PPG 2 Dimethicone, Dimethicone, Dipropylene Glycol Dibenzoate, Acetyl Tributyl Citrate, Violet 2 (CI 60725)",12.41,12.41,Revlon,,1.91566E+11,,"Shop by Brand|Health, Beauty & Personal Care|Revlon",,FALSE
3fd48402868ad7b68a432b11ec97b01f,2019-03-22 17:03:19 +0000,https://www.walmart.com/ip/Unique-Bargains-Ceramic-Base-Manmade-13-4-Width-Aquarium-Water-Grass-Green-Decor-Ornament/46140496,"Unique Bargains Ceramic Base Manmade 13.4"" Width Aquarium Water Grass Green Decor Ornament"," Made from plastic material, this 13.4&quot; width manmade grass is perfact for your fish tank. It can colorize the fish tank and afford things for pet fish to play. Fit for fresh or salt water. Easy for you to clean. Ceramic base makes it not easy to be washed away. &nbsp; For CALIFORNIA residents only: WARNING: This product contains chemicals including DEHP, which is known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65.| Total Size : 39x 13cm/ 13.4&quot; x 3.9&quot; (W*H);Base Size : 9 x 5.5cm/ 3.5&quot; x 2.2&quot;(L*W) Main Color : Green Weight : 139g Package Content : 1 x Aquarium Water Grass ",8.65,8.65,Unique Bargains,70095525679,7.00955E+11,,"Pets|Fish|Aquarium Filtration, Heaters & Supplies",,TRUE
d46b6466960ee47d5640c239013c511b,2019-03-22 17:47:54 +0000,https://www.walmart.com/ip/Osteo-Bi-Flex-Joint-Health-Omega-3-Formula-120-Rapid-Release-Softgels/385575488,Osteo Bi-Flex Joint Health Omega-3 Formula 120 Rapid Release Softgels,"| Nourished joints are healthy, happy joints. With Osteo Bi-Flex Omega-3 Formula, you can comfort your overworked joints and supply them with the nutrients they need to stay healthy, strong, and ready for anything. * Formulated with Omega-3s and other nutrients to give your joints and cartilage added support, these specialized softgels can help you tackle your daily tasks with renewed confidence. * Osteo Bi-Flex is an easy and convenient way to keep active joints healthy and enjoy doing what you love to do more comfortably. * View larger Gives your joints and cartilage support. View larger Proprietary Ingredient for Healthy Joints Osteo Bi-Flex Omega-3 softgels contain Joint Shield, a proprietary ingredient 5-LOXIN Advanced that helps to soothe joints and support joint function. * Glucosamine Supports and Nourishes Joints Each serving of this nutritional supplement features 1,500 mg of glucosamine, which is naturally occuring in the body. This nutrient helps support cartilage, ease occasional joint stress, promote flexibility and support mobility, and nourish joints. * Benefits of Omega-3s Each softgel also includes highly concentrated omega-3 fish oil to support your joints. * These fatty acids have also been shown to support your cardiovascular and cellular health. * Range of Potential Benefits When used as directed, Osteo Bi-Flex Omega-3 Formula provides a range of potential benefits. * The recommended dosage is three rapid-release softgels per day. Individual results may vary. Disclaimer *These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Osteo Bi-Flex Omega-3 Formula Features: Helps soothe and strengthen your joints* Features Joint Shield, glucosamine, and fish oil Provides you with 360 mg of omega-3s per serving 3 rapid-release softgels per day Includes Osteo Bi-Flex Omega-3 Formula, 120-count ",29.15,29.15,Osteo Bi-Flex,,6.49685E+11,,Health|Vitamins & Supplements|Supplements,,FALSE
7a71d5a4e250e668bc314d325cc79e85,2019-03-22 17:21:56 +0000,https://www.walmart.com/ip/MONO-Removable-Adhesive-Applicator-1-3-x-472-Roller-Sold-as-1-Each/666330087,"MONO Removable Adhesive Applicator, 1/3"" x 472"", Roller, Sold as 1 Each","Adhesive instantly creates a removable bond for self-sticking, repositioning and removing. Great for use on paper, photos, cardstock and more. Easy to refill with snap-in refill cartridges. Applicator tip cleanly cuts adhesive and ensures a smooth application. Hinged cap protects tape when not in use.|MONO removable adhesive instantly creates a removable bond for self-sticking, repositioning and removing. Great for use on paper, photos, cardstock and more. Easy to refill with snap-in refill cartridges. Applicator tip cleanly cuts adhesive and ensures a smooth application. Hinged cap protects tape when not in use. Unique design allows you to comfortably use throughout the work day. Approved Photographic Activity Test (PAT). Adhesive Type: Roller; Color Dried: Light Green; Color on Application: Light Green; Washable: Yes.",12.88,12.88,Tombow,,6.36124E+11,,Office|Tape and Glue|Desk Tape & Tape Dispensers,,FALSE
4ad58edb27669755a84e03aef54f731d,2019-03-22 17:36:23 +0000,https://www.walmart.com/ip/Clairol-Nice-N-Easy-Medium-Brown-Pack-of-20/355689148,Clairol Nice 'N Easy Medium Brown (Pack of 20),"If you want to enhance the color of your hair and make sure that it stays perfectly true to you, Clairol Nicen Easy permanent color crme gives you the nicest and easiest way to refresh your look from the comfort of your home. Our breakthrough Color Care permanent crme has conditioners built into every step. It gives you 100 percent gray coverage with real natural looking tones and highlights while being kind to your hair. Whats better? Its nicen easy. Plus, it helps you keep gray hair at bay by providing real, natural looking luminous color. With Clairol Nicen Easy permanent coloring crme you get the color that cares for your hair. Color: 5 Medium Brown. Gender: Female.|Clairol Nice 'N Easy Medium Brown (Pack of 20)",217.74,217.74,Nice N Easy,,7.52798E+11,,Beauty|Hair Care|Hair Color,,TRUE
